QID,State,Region,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.4.Age,Q5.Ethnic_Group_Recode,Q6.Norms_Number_of_Meals_Per_Day,Q6.Norms_Number_of_Meals_Per_Day_Recode,Q7.Norms_Number_of_food_intakes_in_between_meals,Q8.1.Norms_for_Breakfast,Q8.2.Norms_for_Brunch,Q8.3.Norms_for_Lunch,Q8.4.Norms_for_Dinner,Q8.5.Norms_for_Supper,Q8.6.Norms_for_Snack,Q8.7.Norms_for_TeaTime,Q9.1.Number._of_Times_Eat_at_Home_Last_Week,Q9.2.Number_of_Times_Eat_Outside_Last_Week,Q9.Total_Food_Intake_the_Week_Before,Q11_1_Rice_Frequency_Basis,Q11_1_Rice_Frequency,Q11_2_Flavoured_Rice_Freuency_Basis,Q11_2_Flavoured_Rice_Frequency,Q11_3_Noodles_Freuency_Basis,Q11_3_Noodles_Frequency,Q11_4_Mihun..._Frequency_Basis,Q11_4_Mihun..._Frequency,Q11_5_Sagu...._Frequency_Basis,Q11_5_Sagu...._Frequency,Q11_6_Bread_Frequency_Basis,Q11_6_Bread_Frequency,Q11_7_Roti_Canai_Frequency_Basis,Q11_7_Roti_Canai_Frequency,Q11_8_Corn_Frequency_Basis,Q11_8_Corn_Frequency,Q11_9_ChickenDuck_Frequency_Basis,Q11_9_ChickenDuck_Frequency,Q11_10_Meat_Frequency_Basis,Q11_10_Meat_Frequency_Frequency,Q11_10_Meat_Frequency_Average_day,Q11_11_Pork_Frequency_Basis,Q11_11_Pork_Frequency,Q11_12_OtherMeat_Frequency_Basis,Q11_12_OtherMeat_Frequency,Q11_13_Fish_Frequency_Basis,Q11_13_Fish_Frequency,Q11_14_FishCrackers_Frequency_Basis,Q11_14_FishCrackers_Frequency,Q11_15_Eggs_Frequency_Basis,Q11_15_Eggs_Frequency,Q11_16_Burger_Frequency_Basis,Q11_16_Burger_Frequency,Q11_17_FriedChicken_Frequency_Basis,Q11_17_FriedChicken_Frequency,Q11_18_Legumes_Frequency_Basis,Q11_18_Legumes_Frequency,Q11_19_Groundnuts_Frequency_Basis,Q11_19_Groundnuts_Frequency,Q11_20_SoyaBeanCurd_Frequency_Basis,Q11_20_SoyaBeanCurd_Frequency,Q11_21_FermentedSoyBeans_Frequency_Basis,Q11_21_FermentedSoyBeans_Frequency,Q11_22_Milk_Frequency_Basis,Q11_22_Milk_Frequency,Q11_23_MilkShake_Frequency_Basis,Q11_23_MilkShake_Frequency,Q11_24_GreenLeafyVegetables_Frequency_Basis,Q11_24_GreenLeafyVegetables_Frequency,Q11_25_LadiesFinger_Frequency_Basis,Q11_25_LadiesFinger_Frequency,Q11_26_OtherLegumes_Frequency_Basis,Q11_26_OtherLegumes_Frequency,Q11_27_BeanSprout_Frequency_Basis,Q11_27_BeanSprout_Frequency,Q11_28_Tubers_Frequency_Basis,Q11_28_Tubers_Frequency,Q11_29_Cabbages_Frequency_Basis,Q11_29_Cabbages_Frequency,Q11_30_FruitVegetables_Frequency_Basis,Q11_30_FruitVegetables_Frequency,Q11_31_SoyMilk_Frequency_Basis,Q11_31_SoyMilk_Frequency,Q11_32_ChocolateMaltDrink_Frequency_Basis,Q11_32_ChocolateMaltDrink_Frequency,Q12_Who_Cook,Q13_Food_Statement,Q14.1_1st_Dish_Represent_Malaysian_Food_Exact_Answer,Q14.2_2nd_Dish_Represent_Malaysian_Food_Exact_Answer,Q14bis_NasiLemak_Present_Malaysian_Food,Q15.1_Eating_Well_1st,Q15.2_Eating_Well_2nd,Q16.1_Food_Beneficial_1st_Exact_Answer,Q16.2_Food_Beneficial_2nd_Exact_Answer,Q17.1_Food_to_Reduce_1st_Exact_Answer,Q17.2_Food_to_Reduce_2nd_Exact_Answer,Q18.1_Top3Risks_Risk1,Q18.2_Top3Risks_Risk2,Q18.3_Top3Risks_Risk3,Q19a_Cultural_Identity_1_Exact_Answer,Q19a_Cultural_Identity_2_Exact_Answer,Q19a_Cultural_Identity_3_Exact_Answer,Q19b.1_Rank_3_Identity_1,Q19b.2_Rank_3_Identity_2,Q19b.3_Rank_3_Identity_3,Q20.1_Race_Mother,Q20.2_Race_Father,Q20.3_Race_Grandmother_Mother,Q20.4_Race_Grandfather_Mother,Q20.5_Race_Grandmother_Father,Q20.6_Race_Grandfather_Father,Q21.1_Spoken_Language_1,Q21.2_Spoken_Language_2,Q21.3_Spoken_Language_3,Q21.4_Spoken_Language_4,Q21.5_Spoken_Language_5,Q21.6_Spoken_Language_6,Q21.10_Spoken_Language_7,Q21.11_Spoken_Language_8,Q22a_Current_Religion,Q22b_Convert_Religion,Q22c_Previous_Religion,Q23_Influence_Religion_on_FoodHabits,Q24_Height_CM,Q24_Recode_Height_M,Q25_Weight,BMI,Q26.1_1st_Occupation_Original_Answer,Q26.2_2nd_Occupation_Original_Answer,Q27_Occupation_Father_Original_Answer,Q28_Level_of_Education,Q29a_Marital_Status,Q29b_Spouse_Ethnicity,Q30_Children_Number,Q31_Family_Members_Number,Q32_Income_Average_RM_Recode_All,Q33_Changes_Personal_Income,Q34_Permission_Contact
1589,Johor,South,Yes,Male,SubUrban,58,Malay,2 meals per day,1 or 2 Meal(s),Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",21,0,21,Daily,1.0,Weekly,3,Monthly,2,Weekly,3,Seldom,0,Weekly,3,Weekly,1,Monthly,2,Daily,1,Monthly,2,0.07,Seldom,0.0,Seldom,0,Weekly,1,Seldom,0,Daily,1,Seldom,0,Seldom,0.0,Weekly,1,Monthly,2,Weekly,1,Seldom,0,Monthly,1,Monthly,2,Weekly,5,Weekly,3,Weekly,4,Weekly,3,Weekly,4,Weekly,2,Weekly,2,Weekly,3,Monthly,1,My wife,Food must first of all prevent health problems,Asam pedas,Nasi Lemak,Strongly agree,Health,Pleasure,Fruits,Protein,Carbonated Drinks,Sugar,Contamination by Pollutant,Genetically Modify Organism (GMO),Unbalance diet to fat or too much sugar,Respectful,Polite,Kind,Muslim,Bumiputra,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Very religious,167.0,1.67,98.0,35.139302233855645,Purchasing,,carpenter,Upper secondary school SPM / O level,Married in monogamous marriage,Malay,3.0,6,8000,Have decreased more than 10%,Yes
1097,Perak,Central,Yes,Female,SubUrban,27,Malay,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,Rice / Roti Canai / Noodles +/- Beverage,Only Beverage,14,7,21,Daily,2.0,Monthly,2,Monthly,2,Monthly,1,Seldom,0,Weekly,2,Monthly,1,Seldom,0,Weekly,4,Weekly,2,0.29,Seldom,0.0,Seldom,0,Weekly,2,Seldom,0,Daily,1,Weekly,1,Weekly,1.0,Monthly,1,Monthly,1,Monthly,1,Seldom,0,Weekly,2,Weekly,1,Weekly,3,Weekly,2,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Weekly,3,Monthly,1,Weekly,1,Myself,Food must be first of all a need,Stew,Fried rice,Agree,Health,Gives Energy,Salt,Sugar,Meat,Vegetables,Germs or bacteria in Food,Food epidemic,Expired food,Wear tudung,Polite,Graceful,Muslim,Bumiputra,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Very religious,145.0,1.45,53.0,25.208085612366233,Housewife,,Agriculture,Lower secondary school / SRP,Married in monogamous marriage,Malay,2.0,4,2000,Have increased more than 10%,Yes
847,Pahang,East Coast,Yes,Male,Rural,29,Malay,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with shared dishes (Including lazy Suzan) +/- Beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,"Small items (Nuts,Fruits,Kuih-Muih,etc) +/- Beverage","Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",Rice / Roti Canai / Noodles +/- Beverage,6,15,21,Daily,2.0,Seldom,0,Seldom,0,Monthly,2,Seldom,0,Weekly,2,Weekly,2,Seldom,0,Weekly,3,Monthly,2,0.07,Seldom,0.0,Seldom,0,Daily,1,Monthly,2,Seldom,0,Seldom,0,Weekly,2.0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Monthly,2,Seldom,0,Weekly,1,Monthly,1,Monthly,2,Weekly,2,Seldom,0,Monthly,3,Monthly,2,Seldom,0,Monthly,1,My Mother,Food must first of all prevent health problems,Roti canai,Curry mee,Strongly agree,Gives Energy,Health,Fish,Vegetables,Salt,Oily Food,Food epidemic,Pesticides on agricultural products,Expired food,Malay,Malaysian,Respectful,Muslim,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,,,,,,,Muslim,No,Not converted,Very religious,165.0,1.65,85.0,31.22130394857668,Unemployed,,Plantation worker,Marticulation / Form 6 STPM / A level,Single or never married,,0.0,2,1400,Have increased more than 10%,Yes
1523,Selangor,Central,Yes,Female,Urban,37,Malay,2 meals per day,1 or 2 Meal(s),Never,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",14,7,21,Daily,1.0,Daily,1,Weekly,1,Weekly,2,Seldom,0,Daily,1,Weekly,1,Seldom,0,Weekly,3,Monthly,1,0.03,Seldom,0.0,Seldom,0,Weekly,1,Seldom,0,Weekly,2,Monthly,1,Weekly,1.0,Weekly,1,Monthly,1,Monthly,1,Seldom,0,Weekly,7,Weekly,2,Daily,2,Weekly,1,Weekly,1,Weekly,1,Seldom,0,Weekly,2,Weekly,1,Seldom,0,Seldom,0,Myself,Food must first of all prevent health problems,Nasi Lemak,Laksa,Strongly agree,Pleasure,Health,Protein,Vitamin C,Salt,Meat,Genetically Modify Organism (GMO),Food epidemic,Germs or bacteria in Food,Multi racial,Multiple languages,Attire,Malaysian,Chinese,Buddhist,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Decline to answer,161.0,1.61,54.0,20.832529609197174,Student,,Manager,Lower secondary school / SRP,Living in as married (or cohabitation),Malay,2.0,4,10000,Have increased more than 10%,Yes
1000,Selangor,Central,Yes,Female,Urban,29,Indian,3 meals per day,3 Meals,Once or twice a day,Breakfast with Toast +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,Fruits / Hot or Cold Dessert +/- Beverage,Only Beverage,10,10,20,Daily,2.0,Seldom,0,Seldom,0,Weekly,5,Seldom,0,Seldom,0,Daily,1,Seldom,0,Daily,1,Weekly,2,0.29,Weekly,2.0,Seldom,0,Monthly,4,Seldom,0,Seldom,0,Seldom,0,Seldom,0.0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Daily,2,Weekly,2,Seldom,0,Seldom,0,Daily,1,Daily,1,Monthly,5,Seldom,0,Seldom,0,My Mother,Food must be first of all a need,Thosai,Nasi Lemak,Agree,Health,Pleasure,Vegetables,Fish,Sugar,Salty Food,Genetically Modify Organism (GMO),Germs or bacteria in Food,Unbalance diet to fat or too much sugar,Hinduism,Saree,Curry,Malaysian,Chinese,Buddhist,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Malay,Tamil,,,,,,,Hindu,No,Not converted,Very religious,160.0,1.6,59.0,23.046875,Housewife,,Government,Upper secondary school SPM / O level,Single or never married,,0.0,5,5000,Have remained more or less stable,No
1277,Selangor,Central,Yes,Male,Urban,36,Malay,3 meals per day,3 Meals,Never,"Small items (Nuts, Fruits,Kuih-Muih,etc)+/- Beverage",,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",14,7,21,Daily,2.0,Weekly,1,Weekly,1,Weekly,1,Seldom,0,Weekly,1,Monthly,4,Monthly,4,Daily,2,Weekly,1,0.14,Seldom,0.0,Seldom,0,Weekly,1,Seldom,0,Daily,2,Weekly,1,Weekly,1.0,Weekly,2,Weekly,1,Monthly,4,Daily,2,Monthly,2,Monthly,4,Daily,2,Monthly,4,Weekly,2,Monthly,4,Monthly,4,Weekly,3,Monthly,4,Monthly,4,Weekly,3,My wife,Food must be first of all a need,Nasi lemak,Fried mee,Strongly agree,Health,Pleasure,Eggs,Fish,Preservatives,Colorings,Germs or bacteria in Food,Colouring or preservatives,Pesticides on agricultural products,Zapin dance,Baju Melayu,Hari Raya,Muslim,Malay,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Decline to answer,165.0,1.65,70.0,25.71166207529844,Housewife,,Factory,Upper secondary school SPM / O level,Living in as married (or cohabitation),Malay,2.0,4,5000,Have increased more than 10%,Yes
1211,Johor,South,Yes,Male,Urban,25,Chinese,4 meals per day,4 Meals or more,3 - 4 times a day,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,Rice / Roti Canai / Noodles +/- Beverage,Rice / Roti Canai / Noodles +/- Beverage,16,5,21,Weekly,4.0,Monthly,2,Monthly,1,Monthly,2,Seldom,0,Weekly,2,Monthly,2,Monthly,1,Daily,1,Daily,1,1.0,Monthly,1.0,Seldom,0,Monthly,1,Weekly,1,Weekly,1,Monthly,1,Monthly,2.0,Seldom,0,Seldom,0,Monthly,2,Seldom,0,Weekly,4,Monthly,2,Weekly,4,Seldom,0,Seldom,0,Weekly,1,Monthly,2,Seldom,0,Monthly,1,Monthly,1,Monthly,1,My Mother,Food must be first of all a need,Chicken Rice,Roti Canai,Agree,Health,Pleasure,Fish,Vegetables,Carbonated Drinks,Snacks,Pesticides on agricultural products,Contamination by Pollutant,Colouring or preservatives,Communicate in Mandarin,Celebrate chinese festivals,Use Chopsticks,Malaysian,Muslim,Malay,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Mandarin,,,,,,,,Buddhist,No,Not converted,Lightly religious,145.0,1.45,45.0,21.40309155766944,Student,,Plantation worker,Upper secondary school SPM / O level,Single or never married,,0.0,4,5000,Have increased more than 10%,Yes
1888,Terengganu,East Coast,Yes,Female,Rural,30,Malay,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",7,12,19,Weekly,6.0,Monthly,1,Seldom,0,Weekly,1,Seldom,0,Weekly,3,Seldom,0,Seldom,0,Weekly,1,Weekly,1,0.14,Seldom,0.0,Seldom,0,Weekly,1,Seldom,0,Weekly,2,Seldom,0,Seldom,0.0,Seldom,0,Seldom,0,Seldom,0,Monthly,1,Weekly,5,Seldom,0,Weekly,4,Monthly,1,Monthly,2,Weekly,2,Weekly,1,Weekly,3,Daily,1,Seldom,0,Daily,1,Myself,Food must be first of all a need,nasi lemak,curry,Strongly agree,Fill the stomach,Health,herbs,fruits,Coconut milk,sugar,Germs or bacteria in Food,Colouring or preservatives,Contamination by Pollutant,language,attire,Don?t know,Muslim,Malay,Bumiputra,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Very religious,158.0,1.58,48.0,19.227687870533565,Sales Exec,,Engineer,College / University,Married in monogamous marriage,Malay,2.0,4,5000,Have decreased more than 10%,Yes
1459,Sarawak,East Malaysia,Yes,Female,SubUrban,60,Non-Malay Bumiputra,2 meals per day,1 or 2 Meal(s),Never,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,"Small items (Nuts,Fruits,Kuih-Muih,etc) +/- Beverage",Fruits / Hot or Cold Dessert +/- Beverage,,14,7,21,Daily,1.0,Daily,3,Monthly,2,Weekly,3,Seldom,0,Weekly,3,Weekly,1,Monthly,2,Daily,1,Weekly,1,0.14,Monthly,2.0,Seldom,0,Weekly,1,Seldom,0,Daily,1,Seldom,0,Seldom,0.0,Weekly,1,Monthly,2,Weekly,1,Seldom,0,Monthly,2,Monthly,1,Weekly,5,Weekly,3,Weekly,4,Weekly,2,Weekly,4,Weekly,2,Weekly,2,Weekly,3,Monthly,1,Myself,Food must be first of all a need,Mee Kolok,Laksa,Agree,Health,Fill the stomach,Vegetables,Fish,Fried Food,Salty Food,Pesticides on agricultural products,Colouring or preservatives,Germs or bacteria in Food,Iban,Sarawakian,Gawai,Sarawakian,Non Muslim Bumiputra,Bumiputra,1,Iban,Iban,Iban,Iban,Iban,Malay,,,,,,,,Christian,No,Not converted,Lightly religious,155.0,1.55,49.0,20.395421436004163,Housewife,,Rubber Plantation,Primary school,Married in monogamous marriage,Non-Malay Bumiputra,2.0,4,2500,Have remained more or less stable,No
769,Kedah,North,Yes,Female,SubUrban,66,Indian,2 meals per day,1 or 2 Meal(s),Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,"Small items (Nuts, Fruits,Kuih-Muih,etc)+/- Beverage",1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,Only Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",Only Beverage,13,1,14,Daily,2.0,Weekly,2,Daily,1,Weekly,1,Weekly,1,Daily,1,Weekly,1,Weekly,1,Weekly,2,Seldom,0,0.0,Seldom,0.0,Seldom,0,Daily,2,Seldom,0,Daily,3,Seldom,0,Seldom,0.0,Weekly,1,Weekly,1,Seldom,0,Seldom,0,Daily,2,Seldom,0,Daily,2,Daily,2,Weekly,1,Weekly,1,Daily,2,Weekly,1,Weekly,1,Seldom,0,Seldom,0,Myself,Food must first of all prevent health problems,Nasi Lemak,Thosai,Strongly agree,Health,Togetherness,Vegetables,Milk,Spicy food,Fatty Food,Pesticides on agricultural products,Unbalance diet to fat or too much sugar,Contamination by Pollutant,Masalode,Ponggal,Tradisional clothing,Muslim,Malaysian,Muslim,Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Malay,English,Tamil,,,,,,Hindu,No,Not converted,Very religious,152.0,1.52,83.0,35.92451523545706,Housewife,,Farmer,Lower secondary school / SRP,Widowed,Indian,4.0,3,2000,Have remained more or less stable,No
1239,Kuala Lumpur,Central,Yes,Female,Urban,62,Malay,More than 4 meals per day,4 Meals or more,Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",21,4,25,Daily,2.0,Weekly,3,Weekly,2,Weekly,5,Monthly,2,Weekly,2,Weekly,4,Monthly,3,Weekly,5,Weekly,4,0.57,Seldom,0.0,Seldom,0,Weekly,3,Monthly,8,Daily,2,Monthly,6,Weekly,5.0,Weekly,1,Weekly,3,Monthly,2,Weekly,2,Daily,2,Daily,1,Weekly,4,Weekly,2,Weekly,2,Seldom,0,Weekly,4,Weekly,5,Daily,1,Weekly,3,Daily,1,Myself,Food must first of all prevent health problems,Nasi Dagang,Fried mee,Agree,Health,Gives Energy,Milk,Flour,Oily Food,Sugar,Unbalance diet to fat or too much sugar,Food epidemic,Expired food,Spicy Food,Clothings,Malay Culture,Malaysian,Chinese,Buddhist,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Moderately religious,153.0,1.53,56.0,23.922422999700967,Housewife,,Operator,Lower secondary school / SRP,Married in monogamous marriage,Malay,2.0,8,10000,Have increased more than 10%,No
760,Kedah,North,Yes,Female,Urban,37,Indian,2 meals per day,1 or 2 Meal(s),3 - 4 times a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,"Small items (Nuts, Fruits,Kuih-Muih,etc)+/- Beverage",1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,Only Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",Only Beverage,9,5,14,Daily,2.0,Weekly,2,Daily,1,Weekly,1,Weekly,1,Daily,1,Weekly,1,Weekly,1,Weekly,2,Seldom,0,0.0,Seldom,0.0,Seldom,0,Daily,2,Seldom,0,Daily,3,Seldom,0,Seldom,0.0,Weekly,1,Weekly,1,Seldom,0,Seldom,0,Daily,2,Seldom,0,Daily,2,Daily,2,Weekly,1,Weekly,1,Daily,2,Weekly,1,Weekly,1,Seldom,0,Seldom,0,My Mother,Food must be first of all a need,Nasi Lemak,Roti Canai,Agree,Fill the stomach,Togetherness,Vegetables,Cereal,Sugar,Spicy Food,Contamination by Pollutant,Germs or bacteria in Food,Unbalance diet to fat or too much sugar,Deepavali,Ponggal,Thaipusam,Muslim,Malaysian,Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Malay,English,Tamil,,,,,,Hindu,No,Not converted,Very religious,153.0,1.53,45.0,19.223375624759708,Clerk,,Decline to answer,Upper secondary school SPM / O level,Single or never married,,0.0,3,2000,Have remained more or less stable,Yes
627,Kelantan,East Coast,Yes,Male,Urban,25,Malay,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,,Only Beverage,,13,8,21,Daily,2.0,Monthly,1,Daily,1,Daily,1,Seldom,0,Weekly,3,Monthly,2,Seldom,0,Daily,1,Weekly,1,0.14,Seldom,0.0,Seldom,0,Daily,1,Weekly,2,Weekly,3,Monthly,1,Weekly,5.0,Monthly,5,Seldom,0,Seldom,0,Seldom,0,Weekly,2,Monthly,1,Weekly,5,Weekly,1,Weekly,2,Monthly,1,Monthly,1,Monthly,5,Seldom,0,Weekly,1,Monthly,6,My Mother,Food must be first of all a need,Nasi Lemak,Roti Canai,Strongly agree,Health,Gives Energy,Protein,Vegetables,Carbonated Drinks,Fried Food,Food epidemic,Germs or bacteria in Food,Genetically Modify Organism (GMO),Food,Clothings,Dialect,Malay,Chinese,Indian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Very religious,160.0,1.6,70.0,27.34375,Student,,Teacher,College / University,Single or never married,,0.0,7,2000,Have increased more than 10%,Yes
754,Kedah,North,Yes,Female,SubUrban,34,Indian,2 meals per day,1 or 2 Meal(s),Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,"Small items (Nuts, Fruits,Kuih-Muih,etc)+/- Beverage",1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,Only Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",Only Beverage,14,0,14,Daily,2.0,Weekly,2,Daily,2,Weekly,1,Monthly,1,Weekly,3,Weekly,1,Monthly,2,Weekly,3,Seldom,0,0.0,Seldom,0.0,Seldom,0,Daily,2,Seldom,0,Daily,2,Seldom,0,Weekly,1.0,Monthly,2,Monthly,2,Seldom,0,Seldom,0,Daily,1,Seldom,0,Daily,2,Weekly,2,Weekly,1,Weekly,1,Daily,2,Weekly,1,Weekly,1,Seldom,0,Seldom,0,Myself,Food must first of all prevent health problems,Nasi Lemak,Chapati,Strongly agree,Health,Pleasure,Fruits,Tosai,Butter,Sugar,Pesticides on agricultural products,Unbalance diet to fat or too much sugar,Expired food,Deepavali,thaipusam,maruku,Malaysian,Muslim,Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Malay,English,Tamil,,,,,,Hindu,No,Not converted,Very religious,163.0,1.63,55.0,20.700816741315066,Businessman,,Principal,Upper secondary school SPM / O level,Married in monogamous marriage,Indian,4.0,6,1500,Have remained more or less stable,Yes
